advertising budget	aversion to NPV deviation	base external investor ask rate	bioproduct long term price	bioproduct offtake agreement	bioproduct performance advantage	bioproduct price fluctuations	bioproduct price reversion time	commercial capital cost input	commercial fixed operating cost input	commercial plant capacity	commercial plant capacity input	commercial plant startup period	commercial process yield input	commercial variable operating cost input	custom feedstock long term price change	custom feedstock maximum fluctuation magnitude	custom feedstock periodic fluctuation magnitude	custom feedstock reversion time	custom feedstock starting price	elasticity of demand	elasticity of supply	expected continuity of government policy	expected green premium	feedstock approval maximum cost	feedstock approval maximum time	feedstock approval required switch	government capital cost share	government operating cost share	government operating grant period	government production incentive	government research cost share	incumbent long term price trend	incumbent market share target economic	incumbent maximum fluctuation	incumbent price response magnitude	incumbent reversion time	incumbent starting price	initial market size	investor optimism	long term market size	market growth rate	pathway approval maximum cost	pathway approval maximum time	pathway approval required switch	payback period multiplier	product approval maximum cost	product approval maximum time	product approval required switch	random stream	regulatory process starting point	required internal return	required return multiplier	retrofit delay	stagegate length	strategic value to external investors	target demo hours	target pilot hours
0.5	0.25	0.5	0.75	0.5	0.75	0.5	0.25	0.75	0.5	0.25	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.75	0.5	0.5	0.75	0.25	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.5	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.5	0.75	0.5	0.25	0.75	0.5	0.25	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.75	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.5	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.5	0.75	0.5	0.25	0.75	0.5	0.25	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.75	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.25	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.5	1	0.5	0.25	0.75	0.5	0.25	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.75	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.25	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.5	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.75	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.25	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.5	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.25	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.5	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.25	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.75	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	0.75	0.25	0.25	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.75	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.5	0.25	0.75
0.5	0.25	0.5	0.75	0.75	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.5	0	0.75
0.5	0.25	0.5	0.75	0.75	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0.25	0.5	0.5	0.75	1	0.5	0.25	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0.25	0.5	0.5	0.75	1	0.5	0	0.75	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0.25	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0.25	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.5	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.5	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.25	0.25	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	0.75	1	0.5	0.5	0.25	1	0.25	0.25	0.5	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	0.75	1	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	1	1	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.25	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	1	1	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.5	0.5	0.75	0	0	0.25	0.75	0.5	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.75	0.25	0.25	0.25	0.5	1	1	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.25	0.75	0.5	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.25	0.25	0.5	1	1	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.25	0.75	0.5	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.25	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.25	0.75	0.5	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.5	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.25	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.25	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.5	0.5	1	1	0.6	1	0.25	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.25	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.5	0.5	1	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.25	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.5	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.5	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.5	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.5	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.5	1	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.25	1	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.5	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.25	1	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	0.75
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.75	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.25	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.5	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.25	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	1	0.6	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.5	0	0.75	0.75	0.25	0.25	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.6	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.25	0	0.75	0.75	0.25	0.25	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.6	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.25	0	0.75	0.75	0	0.25	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.6	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.25	0	0.75	0.75	0	0.25	0.75	0	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.7	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.25	0	0.75	0.75	0	0.25	0.75	0.25	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.5	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.7	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.25	0	0.75	0.75	0	0.25	0.75	0.25	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.25	0.5	0.75	0.5	0.75	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.7	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.5	0.5	0.75	1	0.75	0	1	0.25	0	0.75	0.75	0	0.25	0.75	0.25	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.25	0.5	0.75	0.5	1	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.7	1	0.5	0.25	0.5	0.25	0.75	0	1
0.75	0	0.75	0.5	0.75	1	0.75	0	1	0.25	0	0.75	0.75	0	0.25	0.75	0.25	0.25	0.75	0.75	0.5	0.25	0.5	0.25	0.5	1	0	0.75	0.25	0.25	1	0.5	0.25	0.5	0.25	0.5	0.75	0.5	1	0	0	0.5	0.75	0.5	0	0.75	0.5	0.75	0	0.7	1	0.5	0.25	0.5	0.25	0.75	0	1
1	0.25	1	0.5	0.75	0.5	0.25	0.5	0.5	0.75	0.5	0.5	0	0.75	1	0.25	0.5	0	0.25	0.5	0.75	0.5	1	0.5	0.75	0.75	0	0.75	0.25	0.25	0.75	0.25	0.25	0.75	0.75	0.75	0	0.25	0	0	0.5	0.25	0	0.25	1	0.5	0.25	0.5	0	0.3	0.5	0.75	0.75	0	0.25	1	0.5	0.75
1	0.25	1	0.5	0.75	0.5	0.25	0.5	0.5	0.75	0.5	0.5	0	0.75	1	0.25	0.5	0	0.25	0.5	0.75	0.5	1	0.5	0.75	0.75	0	0.75	0.25	0.25	0.75	0.25	0.25	0.75	0.75	0.75	0	0.25	0	0	0.5	0.25	0	0.25	1	0.5	0.25	0.25	0	0.3	0.5	0.75	0.75	0	0.25	1	0.5	0.75
1	0.25	1	0.5	0.75	0.5	0.25	0.5	0.5	0.75	0.5	0.5	0	0.75	1	0.25	0.5	0	0.25	0.5	0.75	0.5	1	0.5	0.75	0.75	0	0.75	0.25	0.25	0.75	0.25	0.25	0.75	0.75	0.75	0	0.25	0	0	0.5	0.25	0	0.25	1	0.5	0.25	0.25	0	0.3	0.5	0.75	1	0	0.25	1	0.5	0.75
1	0.25	1	0.5	0.75	0.5	0.25	0.5	0.5	0.75	0.5	0.5	0	1	1	0.25	0.5	0	0.25	0.5	0.75	0.5	1	0.5	0.75	0.75	0	0.75	0.25	0.25	0.75	0.25	0.25	0.75	0.75	0.75	0	0.25	0	0	0.5	0.25	0	0.25	1	0.5	0.25	0.25	0	0.3	0.5	0.75	1	0	0.25	1	0.5	0.75
